,Workforce jobs by industry  (thousand),low level aggregate,growth q on q,"Output per job: Manufacturing C SIC07, 2023=100, SA, UK","Output per hour: Manufacturing C SIC07, 2023=100, SA, UK","Productivity jobs: Manufacturing C SIC07, 2023=100, SA, UK",UKManufTO: 10-33 - UK Manufacturing TOTAL (£m),,,,Date,"Spot exchange rate, US $ into Sterling              [a] [a] [a]             XUDLUSS",Date,"Spot exchange rate, Euro into Sterling              [a] [a] [a]             XUDLERS",,year,month,UK_EPolicyUncertianty_Index
,,,,,,,,,,,29 Apr 03,1.5906,29 Apr 03,1.4436,,,,
,,,,,,,,,,,28 Apr 03,1.5901,28 Apr 03,1.4462,,,,
,,,,,,,,,,,25 Apr 03,1.5908,25 Apr 03,1.4438,,,,
,,,,,,,,,,,24 Apr 03,1.5936,24 Apr 03,1.4464,,,,
,,,,,,,,,,,23 Apr 03,1.5818,23 Apr 03,1.4453,,,,
,,,,,,,,,,,22 Apr 03,1.577,22 Apr 03,1.4389,,,,
,,,,,,,,,,,17 Apr 03,1.5788,17 Apr 03,1.4479,,,,
,,,,,,,,,,,16 Apr 03,1.5758,16 Apr 03,1.4526,,,,
,,,,,,,,,,,15 Apr 03,1.5708,15 Apr 03,1.4562,,,,
,,,,,,,,,,,14 Apr 03,1.5751,14 Apr 03,1.4598,,,,
,,,,,,,,,,,11 Apr 03,1.5711,11 Apr 03,1.461,,,,
,,,,,,,,,,,10 Apr 03,1.5721,10 Apr 03,1.4526,,,,
,,,,,,,,,,,09 Apr 03,1.5545,09 Apr 03,1.4538,,,,
,,,,,,,,,,,08 Apr 03,1.5497,08 Apr 03,1.4527,,,,
,,,,,,,,,,,07 Apr 03,1.5499,07 Apr 03,1.4583,,,,
,,,,,,,,,,,04 Apr 03,1.5601,04 Apr 03,1.4587,,,,
,,,,,,,,,,,03 Apr 03,1.5704,03 Apr 03,1.4626,,,,
,,,,,,,,,,,02 Apr 03,1.5694,02 Apr 03,1.4545,,,,
,,,,,,,,,,,01 Apr 03,1.5746,01 Apr 03,1.4429,,,,
,,,,,,,,,,,31 Mar 03,1.5805,31 Mar 03,1.4484,,,,
,,,,,,,,,,,28 Mar 03,1.5679,28 Mar 03,1.4581,,,,
,,,,,,,,,,,27 Mar 03,1.5711,27 Mar 03,1.4658,,,,
,,,,,,,,,,,26 Mar 03,1.5738,26 Mar 03,1.474,,,,
,,,,,,,,,,,25 Mar 03,1.5721,25 Mar 03,1.4704,,,,
,,,,,,,,,,,24 Mar 03,1.5758,24 Mar 03,1.4781,,,,
,,,,,,,,,,,21 Mar 03,1.5635,21 Mar 03,1.4828,,,,
,,,,,,,,,,,20 Mar 03,1.5652,20 Mar 03,1.4739,,,,
,,,,,,,,,,,19 Mar 03,1.5632,19 Mar 03,1.4763,,,,
,,,,,,,,,,,18 Mar 03,1.5635,18 Mar 03,1.4705,,,,
,,,,,,,,,,,17 Mar 03,1.577,17 Mar 03,1.4748,,,,
,,,,,,,,,,,14 Mar 03,1.5865,14 Mar 03,1.4737,,,,
,,,,,,,,,,,13 Mar 03,1.6067,13 Mar 03,1.4759,,,,
,,,,,,,,,,,12 Mar 03,1.6121,12 Mar 03,1.4628,,,,
,,,,,,,,,,,11 Mar 03,1.6062,11 Mar 03,1.4529,,,,
,,,,,,,,,,,10 Mar 03,1.5995,10 Mar 03,1.4467,,,,
,,,,,,,,,,,07 Mar 03,1.6049,07 Mar 03,1.4532,,,,
,,,,,,,,,,,06 Mar 03,1.6026,06 Mar 03,1.4595,,,,
,,,,,,,,,,,05 Mar 03,1.6008,05 Mar 03,1.4583,,,,
,,,,,,,,,,,04 Mar 03,1.5818,04 Mar 03,1.4503,,,,
,,,,,,,,,,,03 Mar 03,1.5805,03 Mar 03,1.4572,,,,
,,,,,,,,,,,28 Feb 03,1.5751,28 Feb 03,1.4613,,,,
,,,,,,,,,,,27 Feb 03,1.5788,27 Feb 03,1.4687,,,,
,,,,,,,,,,,26 Feb 03,1.5828,26 Feb 03,1.4668,,,,
,,,,,,,,,,,25 Feb 03,1.5721,25 Feb 03,1.4622,,,,
,,,,,,,,,,,24 Feb 03,1.5855,24 Feb 03,1.4725,,,,
,,,,,,,,,,,21 Feb 03,1.5924,21 Feb 03,1.4731,,,,
,,,,,,,,,,,20 Feb 03,1.5941,20 Feb 03,1.4733,,,,
,,,,,,,,,,,19 Feb 03,1.5949,19 Feb 03,1.4848,,,,
,,,,,,,,,,,18 Feb 03,1.5921,18 Feb 03,1.4899,,,,
,,,,,,,,,,,17 Feb 03,1.6003,17 Feb 03,1.4908,,,,
,,,,,,,,,,,14 Feb 03,1.6132,14 Feb 03,1.4946,,,,
,,,,,,,,,,,13 Feb 03,1.6215,13 Feb 03,1.4973,,,,
,,,,,,,,,,,12 Feb 03,1.6163,12 Feb 03,1.5054,,,,
,,,,,,,,,,,11 Feb 03,1.6173,11 Feb 03,1.5098,,,,
,,,,,,,,,,,10 Feb 03,1.6292,10 Feb 03,1.5125,,,,
,,,,,,,,,,,07 Feb 03,1.6321,07 Feb 03,1.5086,,,,
,,,,,,,,,,,06 Feb 03,1.6396,06 Feb 03,1.5137,,,,
,,,,,,,,,,,05 Feb 03,1.6458,05 Feb 03,1.5196,,,,
,,,,,,,,,,,04 Feb 03,1.6469,04 Feb 03,1.5152,,,,
,,,,,,,,,,,03 Feb 03,1.6391,03 Feb 03,1.5271,,,,
,,,,,,,,,,,31 Jan 03,1.6437,31 Jan 03,1.5312,,,,
,,,,,,,,,,,30 Jan 03,1.6469,30 Jan 03,1.5318,,,,
,,,,,,,,,,,29 Jan 03,1.6472,29 Jan 03,1.5157,,,,
,,,,,,,,,,,28 Jan 03,1.6396,28 Jan 03,1.5132,,,,
,,,,,,,,,,,27 Jan 03,1.6329,27 Jan 03,1.5085,,,,
,,,,,,,,,,,24 Jan 03,1.6305,24 Jan 03,1.5079,,,,
,,,,,,,,,,,23 Jan 03,1.6231,23 Jan 03,1.5087,,,,
,,,,,,,,,,,22 Jan 03,1.6134,22 Jan 03,1.5073,,,,
,,,,,,,,,,,21 Jan 03,1.6095,21 Jan 03,1.5073,,,,
,,,,,,,,,,,20 Jan 03,1.6082,20 Jan 03,1.5071,,,,
,,,,,,,,,,,17 Jan 03,1.6179,17 Jan 03,1.5182,,,,
,,,,,,,,,,,16 Jan 03,1.6064,16 Jan 03,1.519,,,,
,,,,,,,,,,,15 Jan 03,1.6049,15 Jan 03,1.5158,,,,
,,,,,,,,,,,14 Jan 03,1.6098,14 Jan 03,1.52,,,,
,,,,,,,,,,,13 Jan 03,1.6054,13 Jan 03,1.5213,,,,
,,,,,,,,,,,10 Jan 03,1.608,10 Jan 03,1.5269,,,,
,,,,,,,,,,,09 Jan 03,1.6064,09 Jan 03,1.5329,,,,
,,,,,,,,,,,08 Jan 03,1.5995,08 Jan 03,1.5397,,,,
,,,,,,,,,,,07 Jan 03,1.6067,07 Jan 03,1.5403,,,,
,,,,,,,,,,,06 Jan 03,1.6108,06 Jan 03,1.5372,,,,
,,,,,,,,,,,03 Jan 03,1.6028,03 Jan 03,1.5389,,,,
,,,,,,,,,,,02 Jan 03,1.5977,02 Jan 03,1.5405,,,,
,,,,,,,,,,,31 Dec 02,1.6095,31 Dec 02,1.5342,,,,
,,,,,,,,,,,30 Dec 02,1.6041,30 Dec 02,1.5346,,,,
,,,,,,,,,,,27 Dec 02,1.6015,27 Dec 02,1.5392,,,,
,,,,,,,,,,,24 Dec 02,1.5964,24 Dec 02,1.5487,,,,
,,,,,,,,,,,23 Dec 02,1.5926,23 Dec 02,1.551,,,,
,,,,,,,,,,,20 Dec 02,1.6036,20 Dec 02,1.5616,,,,
,,,,,,,,,,,19 Dec 02,1.6015,19 Dec 02,1.5617,,,,
,,,,,,,,,,,18 Dec 02,1.6008,18 Dec 02,1.5585,,,,
,,,,,,,,,,,17 Dec 02,1.5982,17 Dec 02,1.5525,,,,
,,,,,,,,,,,16 Dec 02,1.5881,16 Dec 02,1.5576,,,,
,,,,,,,,,,,13 Dec 02,1.5896,13 Dec 02,1.5554,,,,
,,,,,,,,,,,12 Dec 02,1.5775,12 Dec 02,1.5531,,,,
,,,,,,,,,,,11 Dec 02,1.5758,11 Dec 02,1.5626,,,,
,,,,,,,,,,,10 Dec 02,1.5716,10 Dec 02,1.5571,,,,
,,,,,,,,,,,09 Dec 02,1.5763,09 Dec 02,1.5649,,,,
,,,,,,,,,,,06 Dec 02,1.5748,06 Dec 02,1.5622,,,,
,,,,,,,,,,,05 Dec 02,1.5706,05 Dec 02,1.5698,,,,
,,,,,,,,,,,04 Dec 02,1.5716,04 Dec 02,1.5716,,,,
,,,,,,,,,,,03 Dec 02,1.5672,03 Dec 02,1.5712,,,,
,,,,,,,,,,,02 Dec 02,1.5552,02 Dec 02,1.5645,,,,
,,,,,,,,,,,29 Nov 02,1.5559,29 Nov 02,1.5642,,,,
,,,,,,,,,,,28 Nov 02,1.5528,28 Nov 02,1.5607,,,,
,,,,,,,,,,,27 Nov 02,1.5439,27 Nov 02,1.56,,,,
,,,,,,,,,,,26 Nov 02,1.561,26 Nov 02,1.5724,,,,
,,,,,,,,,,,25 Nov 02,1.5662,25 Nov 02,1.5784,,,,
,,,,,,,,,,,22 Nov 02,1.5815,22 Nov 02,1.5828,,,,
,,,,,,,,,,,21 Nov 02,1.5785,21 Nov 02,1.5777,,,,
,,,,,,,,,,,20 Nov 02,1.5758,20 Nov 02,1.57,,,,
,,,,,,,,,,,19 Nov 02,1.5893,19 Nov 02,1.5706,,,,
,,,,,,,,,,,18 Nov 02,1.5813,18 Nov 02,1.5678,,,,
,,,,,,,,,,,15 Nov 02,1.5788,15 Nov 02,1.5685,,,,
,,,,,,,,,,,14 Nov 02,1.5805,14 Nov 02,1.5739,,,,
,,,,,,,,,,,13 Nov 02,1.5868,13 Nov 02,1.5732,,,,
,,,,,,,,,,,12 Nov 02,1.5876,12 Nov 02,1.5717,,,,
,,,,,,,,,,,11 Nov 02,1.5883,11 Nov 02,1.5716,,,,
,,,,,,,,,,,08 Nov 02,1.5893,08 Nov 02,1.5695,,,,
,,,,,,,,,,,07 Nov 02,1.5798,07 Nov 02,1.5673,,,,
,,,,,,,,,,,06 Nov 02,1.5593,06 Nov 02,1.5635,,,,
,,,,,,,,,,,05 Nov 02,1.5623,05 Nov 02,1.5616,,,,
,,,,,,,,,,,04 Nov 02,1.554,04 Nov 02,1.5613,,,,
,,,,,,,,,,,01 Nov 02,1.5645,01 Nov 02,1.5702,,,,
,,,,,,,,,,,31 Oct 02,1.5645,31 Oct 02,1.5798,,,,
,,,,,,,,,,,30 Oct 02,1.5574,30 Oct 02,1.5832,,,,
,,,,,,,,,,,29 Oct 02,1.5593,29 Oct 02,1.5824,,,,
,,,,,,,,,,,28 Oct 02,1.5542,28 Oct 02,1.5811,,,,
,,,,,,,,,,,25 Oct 02,1.555,25 Oct 02,1.5912,,,,
,,,,,,,,,,,24 Oct 02,1.5473,24 Oct 02,1.5884,,,,
,,,,,,,,,,,23 Oct 02,1.5485,23 Oct 02,1.5864,,,,
,,,,,,,,,,,22 Oct 02,1.5468,22 Oct 02,1.5831,,,,
,,,,,,,,,,,21 Oct 02,1.5442,21 Oct 02,1.586,,,,
,,,,,,,,,,,18 Oct 02,1.5477,18 Oct 02,1.5928,,,,
,,,,,,,,,,,17 Oct 02,1.5518,17 Oct 02,1.5959,,,,
,,,,,,,,,,,16 Oct 02,1.5533,16 Oct 02,1.5815,,,,
,,,,,,,,,,,15 Oct 02,1.555,15 Oct 02,1.5828,,,,
,,,,,,,,,,,14 Oct 02,1.5574,14 Oct 02,1.5779,,,,
,,,,,,,,,,,11 Oct 02,1.5605,11 Oct 02,1.5829,,,,
,,,,,,,,,,,10 Oct 02,1.5623,10 Oct 02,1.5858,,,,
,,,,,,,,,,,09 Oct 02,1.5581,09 Oct 02,1.579,,,,
,,,,,,,,,,,08 Oct 02,1.5564,08 Oct 02,1.5908,,,,
,,,,,,,,,,,07 Oct 02,1.5672,07 Oct 02,1.5952,,,,
,,,,,,,,,,,04 Oct 02,1.5674,04 Oct 02,1.5958,,,,
,,,,,,,,,,,03 Oct 02,1.5699,03 Oct 02,1.5896,,,,
,,,,,,,,,,,02 Oct 02,1.5657,02 Oct 02,1.5903,,,,
,,,,,,,,,,,01 Oct 02,1.5696,01 Oct 02,1.5941,,,,
,,,,,,,,,,,30 Sep 02,1.5726,30 Sep 02,1.5908,,,,
,,,,,,,,,,,27 Sep 02,1.5521,27 Sep 02,1.5909,,,,
,,,,,,,,,,,26 Sep 02,1.5586,26 Sep 02,1.5959,,,,
,,,,,,,,,,,25 Sep 02,1.561,25 Sep 02,1.5941,,,,
,,,,,,,,,,,24 Sep 02,1.5571,24 Sep 02,1.5877,,,,
,,,,,,,,,,,23 Sep 02,1.5596,23 Sep 02,1.5853,,,,
,,,,,,,,,,,20 Sep 02,1.554,20 Sep 02,1.5806,,,,
,,,,,,,,,,,19 Sep 02,1.554,19 Sep 02,1.5818,,,,
,,,,,,,,,,,18 Sep 02,1.5492,18 Sep 02,1.5848,,,,
,,,,,,,,,,,17 Sep 02,1.5347,17 Sep 02,1.5836,,,,
,,,,,,,,,,,16 Sep 02,1.5446,16 Sep 02,1.5891,,,,
,,,,,,,,,,,13 Sep 02,1.561,13 Sep 02,1.5954,,,,
,,,,,,,,,,,12 Sep 02,1.5545,12 Sep 02,1.5923,,,,
,,,,,,,,,,,11 Sep 02,1.5477,11 Sep 02,1.5925,,,,
,,,,,,,,,,,10 Sep 02,1.5528,10 Sep 02,1.5943,,,,
,,,,,,,,,,,09 Sep 02,1.5586,09 Sep 02,1.5877,,,,
,,,,,,,,,,,06 Sep 02,1.5601,06 Sep 02,1.5838,,,,
,,,,,,,,,,,05 Sep 02,1.5667,05 Sep 02,1.5794,,,,
,,,,,,,,,,,04 Sep 02,1.5647,04 Sep 02,1.5744,,,,
,,,,,,,,,,,03 Sep 02,1.5635,03 Sep 02,1.5689,,,,
,,,,,,,,,,,02 Sep 02,1.5501,02 Sep 02,1.5753,,,,
,,,,,,,,,,,30 Aug 02,1.547,30 Aug 02,1.5775,,,,
,,,,,,,,,,,29 Aug 02,1.5492,29 Aug 02,1.5743,,,,
,,,,,,,,,,,28 Aug 02,1.5368,28 Aug 02,1.5662,,,,
,,,,,,,,,,,27 Aug 02,1.5305,27 Aug 02,1.5618,,,,
,,,,,,,,,,,23 Aug 02,1.5209,23 Aug 02,1.5635,,,,
,,,,,,,,,,,22 Aug 02,1.5237,22 Aug 02,1.5671,,,,
,,,,,,,,,,,21 Aug 02,1.5312,21 Aug 02,1.561,,,,
,,,,,,,,,,,20 Aug 02,1.5258,20 Aug 02,1.5639,,,,
,,,,,,,,,,,19 Aug 02,1.5284,19 Aug 02,1.5658,,,,
,,,,,,,,,,,16 Aug 02,1.5375,16 Aug 02,1.5629,,,,
,,,,,,,,,,,15 Aug 02,1.5342,15 Aug 02,1.5664,,,,
,,,,,,,,,,,14 Aug 02,1.5446,14 Aug 02,1.565,,,,
,,,,,,,,,,,13 Aug 02,1.5321,13 Aug 02,1.567,,,,
,,,,,,,,,,,12 Aug 02,1.5307,12 Aug 02,1.5654,,,,
,,,,,,,,,,,09 Aug 02,1.5244,09 Aug 02,1.5677,,,,
,,,,,,,,,,,08 Aug 02,1.5312,08 Aug 02,1.5808,,,,
,,,,,,,,,,,07 Aug 02,1.5337,07 Aug 02,1.5804,,,,
,,,,,,,,,,,06 Aug 02,1.5382,06 Aug 02,1.5951,,,,
,,,,,,,,,,,05 Aug 02,1.5664,05 Aug 02,1.5885,,,,
,,,,,,,,,,,02 Aug 02,1.5694,02 Aug 02,1.5935,,,,
,,,,,,,,,,,01 Aug 02,1.5569,01 Aug 02,1.5846,,,,
,,,,,,,,,,,31 Jul 02,1.5618,31 Jul 02,1.5935,,,,
,,,,,,,,,,,30 Jul 02,1.5716,30 Jul 02,1.5925,,,,
,,,,,,,,,,,29 Jul 02,1.5579,29 Jul 02,1.5937,,,,
,,,,,,,,,,,26 Jul 02,1.5659,26 Jul 02,1.5839,,,,
,,,,,,,,,,,25 Jul 02,1.577,25 Jul 02,1.5747,,,,
,,,,,,,,,,,24 Jul 02,1.5728,24 Jul 02,1.5837,,,,
,,,,,,,,,,,23 Jul 02,1.5637,23 Jul 02,1.5765,,,,
,,,,,,,,,,,22 Jul 02,1.5743,22 Jul 02,1.5638,,,,
,,,,,,,,,,,19 Jul 02,1.5773,19 Jul 02,1.5546,,,,
,,,,,,,,,,,18 Jul 02,1.5699,18 Jul 02,1.5575,,,,
,,,,,,,,,,,17 Jul 02,1.5667,17 Jul 02,1.5551,,,,
,,,,,,,,,,,16 Jul 02,1.5716,16 Jul 02,1.5549,,,,
,,,,,,,,,,,15 Jul 02,1.5654,15 Jul 02,1.5557,,,,
,,,,,,,,,,,12 Jul 02,1.5501,12 Jul 02,1.5669,,,,
,,,,,,,,,,,11 Jul 02,1.5497,11 Jul 02,1.5661,,,,
,,,,,,,,,,,10 Jul 02,1.5463,10 Jul 02,1.5661,,,,
,,,,,,,,,,,09 Jul 02,1.5473,09 Jul 02,1.5581,,,,
,,,,,,,,,,,08 Jul 02,1.5347,08 Jul 02,1.5554,,,,
,,,,,,,,,,,05 Jul 02,1.5214,05 Jul 02,1.5629,,,,
,,,,,,,,,,,04 Jul 02,1.5244,04 Jul 02,1.5566,,,,
,,,,,,,,,,,03 Jul 02,1.5263,03 Jul 02,1.5565,,,,
,,,,,,,,,,,02 Jul 02,1.5314,02 Jul 02,1.5533,,,,
,,,,,,,,,,,01 Jul 02,1.5293,01 Jul 02,1.5487,,,,
,,,,,,,,,,,28 Jun 02,1.5258,28 Jun 02,1.545,,,,
,,,,,,,,,,,27 Jun 02,1.5225,27 Jun 02,1.5478,,,,
,,,,,,,,,,,26 Jun 02,1.5263,26 Jun 02,1.5415,,,,
,,,,,,,,,,,25 Jun 02,1.4999,25 Jun 02,1.5461,,,,
,,,,,,,,,,,24 Jun 02,1.5044,24 Jun 02,1.5384,,,,
,,,,,,,,,,,21 Jun 02,1.4995,21 Jun 02,1.5475,,,,
,,,,,,,,,,,20 Jun 02,1.4995,20 Jun 02,1.5548,,,,
,,,,,,,,,,,19 Jun 02,1.4899,19 Jun 02,1.5594,,,,
,,,,,,,,,,,18 Jun 02,1.4865,18 Jun 02,1.5676,,,,
,,,,,,,,,,,17 Jun 02,1.478,17 Jun 02,1.5667,,,,
,,,,,,,,,,,14 Jun 02,1.4775,14 Jun 02,1.5579,,,,
,,,,,,,,,,,13 Jun 02,1.4728,13 Jun 02,1.5574,,,,
,,,,,,,,,,,12 Jun 02,1.471,12 Jun 02,1.5543,,,,
,,,,,,,,,,,11 Jun 02,1.4652,11 Jun 02,1.5546,,,,
,,,,,,,,,,,10 Jun 02,1.4607,10 Jun 02,1.5469,,,,
,,,,,,,,,,,07 Jun 02,1.4605,07 Jun 02,1.5453,,,,
,,,,,,,,,,,06 Jun 02,1.4588,06 Jun 02,1.5438,,,,
,,,,,,,,,,,05 Jun 02,1.4554,05 Jun 02,1.552,,,,
,,,,,,,,,,,31 May 02,1.4633,31 May 02,1.5661,,,,
,,,,,,,,,,,30 May 02,1.4648,30 May 02,1.5625,,,,
,,,,,,,,,,,29 May 02,1.4599,29 May 02,1.5664,,,,
,,,,,,,,,,,28 May 02,1.4624,28 May 02,1.5741,,,,
,,,,,,,,,,,27 May 02,1.4569,27 May 02,1.5841,,,,
,,,,,,,,,,,24 May 02,1.4573,24 May 02,1.5793,,,,
,,,,,,,,,,,23 May 02,1.4524,23 May 02,1.5769,,,,
,,,,,,,,,,,22 May 02,1.4586,22 May 02,1.5738,,,,
,,,,,,,,,,,21 May 02,1.456,21 May 02,1.5858,,,,
,,,,,,,,,,,20 May 02,1.4588,20 May 02,1.5835,,,,
,,,,,,,,,,,17 May 02,1.4607,17 May 02,1.5859,,,,
,,,,,,,,,,,16 May 02,1.4554,16 May 02,1.6011,,,,
,,,,,,,,,,,15 May 02,1.4556,15 May 02,1.6052,,,,
,,,,,,,,,,,14 May 02,1.4476,14 May 02,1.6058,,,,
,,,,,,,,,,,13 May 02,1.4596,13 May 02,1.6025,,,,
,,,,,,,,,,,10 May 02,1.4609,10 May 02,1.6004,,,,
,,,,,,,,,,,09 May 02,1.4573,09 May 02,1.6045,,,,
,,,,,,,,,,,08 May 02,1.4588,08 May 02,1.6057,,,,
,,,,,,,,,,,07 May 02,1.4646,07 May 02,1.605,,,,
,,,,,,,,,,,03 May 02,1.468,03 May 02,1.6082,,,,
,,,,,,,,,,,02 May 02,1.4635,02 May 02,1.6212,,,,
,,,,,,,,,,,01 May 02,1.462,01 May 02,1.6137,,,,
,,,,,,,,,,,30 Apr 02,1.4573,30 Apr 02,1.617,,,,
,,,,,,,,,,,29 Apr 02,1.4571,29 Apr 02,1.6165,,,,
,,,,,,,,,,,26 Apr 02,1.4543,26 Apr 02,1.6187,,,,
,,,,,,,,,,,25 Apr 02,1.455,25 Apr 02,1.6194,,,,
,,,,,,,,,,,24 Apr 02,1.4489,24 Apr 02,1.6243,,,,
,,,,,,,,,,,23 Apr 02,1.4486,23 Apr 02,1.6289,,,,
,,,,,,,,,,,22 Apr 02,1.4497,22 Apr 02,1.6311,,,,
,,,,,,,,,,,19 Apr 02,1.447,19 Apr 02,1.6278,,,,
,,,,,,,,,,,18 Apr 02,1.4474,18 Apr 02,1.6254,,,,
,,,,,,,,,,,17 Apr 02,1.4426,17 Apr 02,1.6249,,,,
,,,,,,,,,,,16 Apr 02,1.4393,16 Apr 02,1.6301,,,,
,,,,,,,,,,,15 Apr 02,1.4378,15 Apr 02,1.6321,,,,
,,,,,,,,,,,12 Apr 02,1.4368,12 Apr 02,1.633,,,,
,,,,,,,,,,,11 Apr 02,1.4388,11 Apr 02,1.6288,,,,
,,,,,,,,,,,10 Apr 02,1.436,10 Apr 02,1.6334,,,,
,,,,,,,,,,,09 Apr 02,1.432,09 Apr 02,1.634,,,,
,,,,,,,,,,,08 Apr 02,1.4329,08 Apr 02,1.6378,,,,
,,,,,,,,,,,05 Apr 02,1.4353,05 Apr 02,1.633,,,,
,,,,,,,,,,,04 Apr 02,1.4376,04 Apr 02,1.6292,,,,
,,,,,,,,,,,03 Apr 02,1.437,03 Apr 02,1.6317,,,,
,,,,,,,,,,,02 Apr 02,1.4407,02 Apr 02,1.6346,,,,
,,,,,,,,,,,28 Mar 02,1.4241,28 Mar 02,1.6324,,,,
,,,,,,,,,,,27 Mar 02,1.4223,27 Mar 02,1.6298,,,,
,,,,,,,,,,,26 Mar 02,1.4269,26 Mar 02,1.6276,,,,
,,,,,,,,,,,25 Mar 02,1.4257,25 Mar 02,1.626,,,,
,,,,,,,,,,,22 Mar 02,1.4267,22 Mar 02,1.6228,,,,
,,,,,,,,,,,21 Mar 02,1.4263,21 Mar 02,1.617,,,,
,,,,,,,,,,,20 Mar 02,1.4257,20 Mar 02,1.6115,,,,
,,,,,,,,,,,19 Mar 02,1.4245,19 Mar 02,1.6132,,,,
,,,,,,,,,,,18 Mar 02,1.4247,18 Mar 02,1.6166,,,,
,,,,,,,,,,,15 Mar 02,1.4253,15 Mar 02,1.6127,,,,
,,,,,,,,,,,14 Mar 02,1.4211,14 Mar 02,1.6106,,,,
,,,,,,,,,,,13 Mar 02,1.413,13 Mar 02,1.6133,,,,
,,,,,,,,,,,12 Mar 02,1.411,12 Mar 02,1.6159,,,,
,,,,,,,,,,,11 Mar 02,1.4219,11 Mar 02,1.6226,,,,
,,,,,,,,,,,08 Mar 02,1.4225,08 Mar 02,1.6236,,,,
,,,,,,,,,,,07 Mar 02,1.4251,07 Mar 02,1.6185,,,,
,,,,,,,,,,,06 Mar 02,1.4219,06 Mar 02,1.6252,,,,
,,,,,,,,,,,05 Mar 02,1.4205,05 Mar 02,1.6349,,,,
,,,,,,,,,,,04 Mar 02,1.4217,04 Mar 02,1.6351,,,,
,,,,,,,,,,,01 Mar 02,1.4184,01 Mar 02,1.6389,,,,
,,,,,,,,,,,28 Feb 02,1.4142,28 Feb 02,1.635,,,,
,,,,,,,,,,,27 Feb 02,1.4168,27 Feb 02,1.6397,,,,
,,,,,,,,,,,26 Feb 02,1.4259,26 Feb 02,1.6412,,,,
,,,,,,,,,,,25 Feb 02,1.428,25 Feb 02,1.6384,,,,
,,,,,,,,,,,22 Feb 02,1.43,22 Feb 02,1.6306,,,,
,,,,,,,,,,,21 Feb 02,1.4249,21 Feb 02,1.6365,,,,
,,,,,,,,,,,20 Feb 02,1.4278,20 Feb 02,1.6378,,,,
,,,,,,,,,,,19 Feb 02,1.429,19 Feb 02,1.6356,,,,
,,,,,,,,,,,18 Feb 02,1.429,18 Feb 02,1.6416,,,,
,,,,,,,,,,,15 Feb 02,1.4327,15 Feb 02,1.6405,,,,
,,,,,,,,,,,14 Feb 02,1.4284,14 Feb 02,1.6416,,,,
,,,,,,,,,,,13 Feb 02,1.4316,13 Feb 02,1.6412,,,,
,,,,,,,,,,,12 Feb 02,1.4304,12 Feb 02,1.6325,,,,
,,,,,,,,,,,11 Feb 02,1.4215,11 Feb 02,1.6195,,,,
,,,,,,,,,,,08 Feb 02,1.4168,08 Feb 02,1.6238,,,,
,,,,,,,,,,,07 Feb 02,1.4118,07 Feb 02,1.6233,,,,
,,,,,,,,,,,06 Feb 02,1.4144,06 Feb 02,1.6273,,,,
,,,,,,,,,,,05 Feb 02,1.4178,05 Feb 02,1.6329,,,,
,,,,,,,,,,,04 Feb 02,1.4168,04 Feb 02,1.6347,,,,
,,,,,,,,,,,01 Feb 02,1.4138,01 Feb 02,1.642,,,,
,,,,,,,,,,,31 Jan 02,1.4134,31 Jan 02,1.6416,,,,
,,,,,,,,,,,30 Jan 02,1.4134,30 Jan 02,1.6396,,,,
,,,,,,,,,,,29 Jan 02,1.4106,29 Jan 02,1.6369,,,,
,,,,,,,,,,,28 Jan 02,1.4092,28 Jan 02,1.6356,,,,
,,,,,,,,,,,25 Jan 02,1.4098,25 Jan 02,1.631,,,,
,,,,,,,,,,,24 Jan 02,1.4225,24 Jan 02,1.6196,,,,
,,,,,,,,,,,23 Jan 02,1.4255,23 Jan 02,1.6125,,,,
,,,,,,,,,,,22 Jan 02,1.4284,22 Jan 02,1.6188,,,,
,,,,,,,,,,,21 Jan 02,1.4362,21 Jan 02,1.626,,,,
,,,,,,,,,,,18 Jan 02,1.4358,18 Jan 02,1.6248,,,,
,,,,,,,,,,,17 Jan 02,1.437,17 Jan 02,1.6317,,,,
,,,,,,,,,,,16 Jan 02,1.4384,16 Jan 02,1.6282,,,,
,,,,,,,,,,,15 Jan 02,1.4443,15 Jan 02,1.6205,,,,
,,,,,,,,,,,14 Jan 02,1.4493,14 Jan 02,1.6201,,,,
,,,,,,,,,,,11 Jan 02,1.4432,11 Jan 02,1.6203,,,,
,,,,,,,,,,,10 Jan 02,1.4451,10 Jan 02,1.6176,,,,
,,,,,,,,,,,09 Jan 02,1.4395,09 Jan 02,1.6197,,,,
,,,,,,,,,,,08 Jan 02,1.4418,08 Jan 02,1.6188,,,,
,,,,,,,,,,,07 Jan 02,1.4382,07 Jan 02,1.6117,,,,
,,,,,,,,,,,04 Jan 02,1.4413,04 Jan 02,1.6113,,,,
,,,,,,,,,,,03 Jan 02,1.4418,03 Jan 02,1.6014,,,,
,,,,,,,,,,,02 Jan 02,1.4463,02 Jan 02,1.5998,,,,
,,,,,,,,,,,31 Dec 01,1.4556,31 Dec 01,1.6348,,,,
,,,,,,,,,,,28 Dec 01,1.4482,28 Dec 01,1.6421,,,,
,,,,,,,,,,,27 Dec 01,1.4533,27 Dec 01,1.6393,,,,
,,,,,,,,,,,24 Dec 01,1.4393,24 Dec 01,1.6393,,,,
