,Workforce jobs by industry  (thousand),low level aggregate,growth q on q,"Output per job: Manufacturing C SIC07, 2023=100, SA, UK","Output per hour: Manufacturing C SIC07, 2023=100, SA, UK","Productivity jobs: Manufacturing C SIC07, 2023=100, SA, UK",UKManufTO: 10-33 - UK Manufacturing TOTAL (£m),,,,Date,"Spot exchange rate, US $ into Sterling              [a] [a] [a]             XUDLUSS",Date,"Spot exchange rate, Euro into Sterling              [a] [a] [a]             XUDLERS",,year,month,UK_EPolicyUncertianty_Index
,,,,,,,,,,,01 Sep 04,1.7936,01 Sep 04,1.4737,,,,
,,,,,,,,,,,31 Aug 04,1.7992,31 Aug 04,1.4803,,,,
,,,,,,,,,,,27 Aug 04,1.7944,27 Aug 04,1.4907,,,,
,,,,,,,,,,,26 Aug 04,1.7947,26 Aug 04,1.4843,,,,
,,,,,,,,,,,25 Aug 04,1.7994,25 Aug 04,1.4875,,,,
,,,,,,,,,,,24 Aug 04,1.7958,24 Aug 04,1.4814,,,,
,,,,,,,,,,,23 Aug 04,1.8147,23 Aug 04,1.4865,,,,
,,,,,,,,,,,20 Aug 04,1.8213,20 Aug 04,1.4777,,,,
,,,,,,,,,,,19 Aug 04,1.8323,19 Aug 04,1.4826,,,,
,,,,,,,,,,,18 Aug 04,1.8226,18 Aug 04,1.4824,,,,
,,,,,,,,,,,17 Aug 04,1.8282,17 Aug 04,1.4828,,,,
,,,,,,,,,,,16 Aug 04,1.8403,16 Aug 04,1.491,,,,
,,,,,,,,,,,13 Aug 04,1.8426,13 Aug 04,1.4916,,,,
,,,,,,,,,,,12 Aug 04,1.8218,12 Aug 04,1.4894,,,,
,,,,,,,,,,,11 Aug 04,1.8281,11 Aug 04,1.498,,,,
,,,,,,,,,,,10 Aug 04,1.8391,10 Aug 04,1.4935,,,,
,,,,,,,,,,,09 Aug 04,1.8393,09 Aug 04,1.5006,,,,
,,,,,,,,,,,06 Aug 04,1.8441,06 Aug 04,1.5044,,,,
,,,,,,,,,,,05 Aug 04,1.8221,05 Aug 04,1.5125,,,,
,,,,,,,,,,,04 Aug 04,1.8244,04 Aug 04,1.5133,,,,
,,,,,,,,,,,03 Aug 04,1.823,03 Aug 04,1.5114,,,,
,,,,,,,,,,,02 Aug 04,1.8264,02 Aug 04,1.5176,,,,
,,,,,,,,,,,30 Jul 04,1.8187,30 Jul 04,1.5107,,,,
,,,,,,,,,,,29 Jul 04,1.816,29 Jul 04,1.5046,,,,
,,,,,,,,,,,28 Jul 04,1.8229,28 Jul 04,1.5138,,,,
,,,,,,,,,,,27 Jul 04,1.8246,27 Jul 04,1.5122,,,,
,,,,,,,,,,,26 Jul 04,1.8409,26 Jul 04,1.5149,,,,
,,,,,,,,,,,23 Jul 04,1.8329,23 Jul 04,1.513,,,,
,,,,,,,,,,,22 Jul 04,1.8473,22 Jul 04,1.5054,,,,
,,,,,,,,,,,21 Jul 04,1.836,21 Jul 04,1.5017,,,,
,,,,,,,,,,,20 Jul 04,1.8538,20 Jul 04,1.4978,,,,
,,,,,,,,,,,19 Jul 04,1.8709,19 Jul 04,1.5061,,,,
,,,,,,,,,,,16 Jul 04,1.873,16 Jul 04,1.5049,,,,
,,,,,,,,,,,15 Jul 04,1.8532,15 Jul 04,1.4979,,,,
,,,,,,,,,,,14 Jul 04,1.8564,14 Jul 04,1.4981,,,,
,,,,,,,,,,,13 Jul 04,1.8566,13 Jul 04,1.5064,,,,
,,,,,,,,,,,12 Jul 04,1.8637,12 Jul 04,1.5021,,,,
,,,,,,,,,,,09 Jul 04,1.8536,09 Jul 04,1.4962,,,,
,,,,,,,,,,,08 Jul 04,1.8579,08 Jul 04,1.4982,,,,
,,,,,,,,,,,07 Jul 04,1.8542,07 Jul 04,1.4999,,,,
,,,,,,,,,,,06 Jul 04,1.8399,06 Jul 04,1.4987,,,,
,,,,,,,,,,,05 Jul 04,1.8281,05 Jul 04,1.4897,,,,
,,,,,,,,,,,02 Jul 04,1.8273,02 Jul 04,1.4856,,,,
,,,,,,,,,,,01 Jul 04,1.8151,01 Jul 04,1.493,,,,
,,,,,,,,,,,30 Jun 04,1.8137,30 Jun 04,1.4905,,,,
,,,,,,,,,,,29 Jun 04,1.8077,29 Jun 04,1.4921,,,,
,,,,,,,,,,,28 Jun 04,1.8288,28 Jun 04,1.5002,,,,
,,,,,,,,,,,25 Jun 04,1.8211,25 Jun 04,1.5006,,,,
,,,,,,,,,,,24 Jun 04,1.821,24 Jun 04,1.4953,,,,
,,,,,,,,,,,23 Jun 04,1.8193,23 Jun 04,1.5048,,,,
,,,,,,,,,,,22 Jun 04,1.8204,22 Jun 04,1.5058,,,,
,,,,,,,,,,,21 Jun 04,1.8296,21 Jun 04,1.5129,,,,
,,,,,,,,,,,18 Jun 04,1.8386,18 Jun 04,1.5161,,,,
,,,,,,,,,,,17 Jun 04,1.8331,17 Jun 04,1.5231,,,,
,,,,,,,,,,,16 Jun 04,1.8278,16 Jun 04,1.5223,,,,
,,,,,,,,,,,15 Jun 04,1.8191,15 Jun 04,1.5063,,,,
,,,,,,,,,,,14 Jun 04,1.8176,14 Jun 04,1.5041,,,,
,,,,,,,,,,,11 Jun 04,1.8177,11 Jun 04,1.5134,,,,
,,,,,,,,,,,10 Jun 04,1.8301,10 Jun 04,1.5134,,,,
,,,,,,,,,,,09 Jun 04,1.8282,09 Jun 04,1.5117,,,,
,,,,,,,,,,,08 Jun 04,1.8354,08 Jun 04,1.4961,,,,
,,,,,,,,,,,07 Jun 04,1.8361,07 Jun 04,1.4914,,,,
,,,,,,,,,,,04 Jun 04,1.8369,04 Jun 04,1.501,,,,
,,,,,,,,,,,03 Jun 04,1.842,03 Jun 04,1.5043,,,,
,,,,,,,,,,,02 Jun 04,1.843,02 Jun 04,1.5014,,,,
,,,,,,,,,,,01 Jun 04,1.8374,01 Jun 04,1.5032,,,,
,,,,,,,,,,,28 May 04,1.8336,28 May 04,1.5016,,,,
,,,,,,,,,,,27 May 04,1.8353,27 May 04,1.4962,,,,
,,,,,,,,,,,26 May 04,1.8144,26 May 04,1.5004,,,,
,,,,,,,,,,,25 May 04,1.8107,25 May 04,1.496,,,,
,,,,,,,,,,,24 May 04,1.7915,24 May 04,1.4975,,,,
,,,,,,,,,,,21 May 04,1.7906,21 May 04,1.4899,,,,
,,,,,,,,,,,20 May 04,1.7716,20 May 04,1.4854,,,,
,,,,,,,,,,,19 May 04,1.7827,19 May 04,1.4814,,,,
,,,,,,,,,,,18 May 04,1.77,18 May 04,1.4799,,,,
,,,,,,,,,,,17 May 04,1.7676,17 May 04,1.4732,,,,
,,,,,,,,,,,14 May 04,1.7599,14 May 04,1.4845,,,,
,,,,,,,,,,,13 May 04,1.7634,13 May 04,1.4896,,,,
,,,,,,,,,,,12 May 04,1.7752,12 May 04,1.4919,,,,
,,,,,,,,,,,11 May 04,1.7559,11 May 04,1.4873,,,,
,,,,,,,,,,,10 May 04,1.7768,10 May 04,1.4975,,,,
,,,,,,,,,,,07 May 04,1.7865,07 May 04,1.4997,,,,
,,,,,,,,,,,06 May 04,1.7944,06 May 04,1.4854,,,,
,,,,,,,,,,,05 May 04,1.7891,05 May 04,1.4755,,,,
,,,,,,,,,,,04 May 04,1.7946,04 May 04,1.4849,,,,
,,,,,,,,,,,30 Apr 04,1.7735,30 Apr 04,1.4793,,,,
,,,,,,,,,,,29 Apr 04,1.7765,29 Apr 04,1.4876,,,,
,,,,,,,,,,,28 Apr 04,1.7744,28 Apr 04,1.4983,,,,
,,,,,,,,,,,27 Apr 04,1.7897,27 Apr 04,1.5038,,,,
,,,,,,,,,,,26 Apr 04,1.7866,26 Apr 04,1.5072,,,,
,,,,,,,,,,,23 Apr 04,1.7666,23 Apr 04,1.4937,,,,
,,,,,,,,,,,22 Apr 04,1.7679,22 Apr 04,1.4899,,,,
,,,,,,,,,,,21 Apr 04,1.7727,21 Apr 04,1.4932,,,,
,,,,,,,,,,,20 Apr 04,1.7934,20 Apr 04,1.505,,,,
,,,,,,,,,,,19 Apr 04,1.809,19 Apr 04,1.5038,,,,
,,,,,,,,,,,16 Apr 04,1.8034,16 Apr 04,1.4986,,,,
,,,,,,,,,,,15 Apr 04,1.7809,15 Apr 04,1.4924,,,,
,,,,,,,,,,,14 Apr 04,1.7864,14 Apr 04,1.4982,,,,
,,,,,,,,,,,13 Apr 04,1.8142,13 Apr 04,1.5232,,,,
,,,,,,,,,,,08 Apr 04,1.8349,08 Apr 04,1.5158,,,,
,,,,,,,,,,,07 Apr 04,1.8423,07 Apr 04,1.5138,,,,
,,,,,,,,,,,06 Apr 04,1.8322,06 Apr 04,1.5194,,,,
,,,,,,,,,,,05 Apr 04,1.8155,05 Apr 04,1.5113,,,,
,,,,,,,,,,,02 Apr 04,1.8318,02 Apr 04,1.5074,,,,
,,,,,,,,,,,01 Apr 04,1.8577,01 Apr 04,1.5016,,,,
,,,,,,,,,,,31 Mar 04,1.8379,31 Mar 04,1.4953,,,,
,,,,,,,,,,,30 Mar 04,1.8272,30 Mar 04,1.4995,,,,
,,,,,,,,,,,29 Mar 04,1.8185,29 Mar 04,1.4966,,,,
,,,,,,,,,,,26 Mar 04,1.8113,26 Mar 04,1.4968,,,,
,,,,,,,,,,,25 Mar 04,1.8116,25 Mar 04,1.488,,,,
,,,,,,,,,,,24 Mar 04,1.8355,24 Mar 04,1.5024,,,,
,,,,,,,,,,,23 Mar 04,1.8474,23 Mar 04,1.5018,,,,
,,,,,,,,,,,22 Mar 04,1.8474,22 Mar 04,1.4927,,,,
,,,,,,,,,,,19 Mar 04,1.8349,19 Mar 04,1.4873,,,,
,,,,,,,,,,,18 Mar 04,1.8332,18 Mar 04,1.4812,,,,
,,,,,,,,,,,17 Mar 04,1.8109,17 Mar 04,1.4852,,,,
,,,,,,,,,,,16 Mar 04,1.8179,16 Mar 04,1.4725,,,,
,,,,,,,,,,,15 Mar 04,1.794,15 Mar 04,1.4682,,,,
,,,,,,,,,,,12 Mar 04,1.7928,12 Mar 04,1.4706,,,,
,,,,,,,,,,,11 Mar 04,1.7989,11 Mar 04,1.4686,,,,
,,,,,,,,,,,10 Mar 04,1.8015,10 Mar 04,1.4738,,,,
,,,,,,,,,,,09 Mar 04,1.8382,09 Mar 04,1.4818,,,,
,,,,,,,,,,,08 Mar 04,1.8447,08 Mar 04,1.4933,,,,
,,,,,,,,,,,05 Mar 04,1.8481,05 Mar 04,1.4875,,,,
,,,,,,,,,,,04 Mar 04,1.8222,04 Mar 04,1.496,,,,
,,,,,,,,,,,03 Mar 04,1.8242,03 Mar 04,1.5033,,,,
,,,,,,,,,,,02 Mar 04,1.8477,02 Mar 04,1.5037,,,,
,,,,,,,,,,,01 Mar 04,1.8692,01 Mar 04,1.5019,,,,
,,,,,,,,,,,27 Feb 04,1.8556,27 Feb 04,1.4927,,,,
,,,,,,,,,,,26 Feb 04,1.8587,26 Feb 04,1.4965,,,,
,,,,,,,,,,,25 Feb 04,1.8822,25 Feb 04,1.5008,,,,
,,,,,,,,,,,24 Feb 04,1.8861,24 Feb 04,1.4887,,,,
,,,,,,,,,,,23 Feb 04,1.8674,23 Feb 04,1.4868,,,,
,,,,,,,,,,,20 Feb 04,1.8699,20 Feb 04,1.4877,,,,
,,,,,,,,,,,19 Feb 04,1.8896,19 Feb 04,1.4906,,,,
,,,,,,,,,,,18 Feb 04,1.9051,18 Feb 04,1.4854,,,,
,,,,,,,,,,,17 Feb 04,1.9015,17 Feb 04,1.483,,,,
,,,,,,,,,,,16 Feb 04,1.8896,16 Feb 04,1.4781,,,,
,,,,,,,,,,,13 Feb 04,1.8879,13 Feb 04,1.4765,,,,
,,,,,,,,,,,12 Feb 04,1.8914,12 Feb 04,1.4749,,,,
,,,,,,,,,,,11 Feb 04,1.8674,11 Feb 04,1.4732,,,,
,,,,,,,,,,,10 Feb 04,1.8643,10 Feb 04,1.4689,,,,
,,,,,,,,,,,09 Feb 04,1.8574,09 Feb 04,1.4647,,,,
,,,,,,,,,,,06 Feb 04,1.8474,06 Feb 04,1.4534,,,,
,,,,,,,,,,,05 Feb 04,1.8392,05 Feb 04,1.4594,,,,
,,,,,,,,,,,04 Feb 04,1.8285,04 Feb 04,1.461,,,,
,,,,,,,,,,,03 Feb 04,1.8376,03 Feb 04,1.4632,,,,
,,,,,,,,,,,02 Feb 04,1.8192,02 Feb 04,1.4623,,,,
,,,,,,,,,,,30 Jan 04,1.8202,30 Jan 04,1.4651,,,,
,,,,,,,,,,,29 Jan 04,1.8132,29 Jan 04,1.4656,,,,
,,,,,,,,,,,28 Jan 04,1.8308,28 Jan 04,1.4542,,,,
,,,,,,,,,,,27 Jan 04,1.8205,27 Jan 04,1.4433,,,,
,,,,,,,,,,,26 Jan 04,1.8202,26 Jan 04,1.449,,,,
,,,,,,,,,,,23 Jan 04,1.8328,23 Jan 04,1.4454,,,,
,,,,,,,,,,,22 Jan 04,1.8433,22 Jan 04,1.4507,,,,
,,,,,,,,,,,21 Jan 04,1.8315,21 Jan 04,1.4505,,,,
,,,,,,,,,,,20 Jan 04,1.8172,20 Jan 04,1.4459,,,,
,,,,,,,,,,,19 Jan 04,1.7854,19 Jan 04,1.4428,,,,
,,,,,,,,,,,16 Jan 04,1.8015,16 Jan 04,1.4534,,,,
,,,,,,,,,,,15 Jan 04,1.8222,15 Jan 04,1.4455,,,,
,,,,,,,,,,,14 Jan 04,1.8382,14 Jan 04,1.4494,,,,
,,,,,,,,,,,13 Jan 04,1.8495,13 Jan 04,1.4463,,,,
,,,,,,,,,,,12 Jan 04,1.8505,12 Jan 04,1.4454,,,,
,,,,,,,,,,,09 Jan 04,1.8467,09 Jan 04,1.4377,,,,
,,,,,,,,,,,08 Jan 04,1.8288,08 Jan 04,1.4375,,,,
,,,,,,,,,,,07 Jan 04,1.8205,07 Jan 04,1.4346,,,,
,,,,,,,,,,,06 Jan 04,1.8222,06 Jan 04,1.4293,,,,
,,,,,,,,,,,05 Jan 04,1.8067,05 Jan 04,1.4257,,,,
,,,,,,,,,,,02 Jan 04,1.7886,02 Jan 04,1.421,,,,
,,,,,,,,,,,31 Dec 03,1.7905,31 Dec 03,1.4197,,,,
,,,,,,,,,,,30 Dec 03,1.7803,30 Dec 03,1.4209,,,,
,,,,,,,,,,,29 Dec 03,1.7712,29 Dec 03,1.4189,,,,
,,,,,,,,,,,24 Dec 03,1.7737,24 Dec 03,1.4239,,,,
,,,,,,,,,,,23 Dec 03,1.7658,23 Dec 03,1.4219,,,,
,,,,,,,,,,,22 Dec 03,1.7618,22 Dec 03,1.4184,,,,
,,,,,,,,,,,19 Dec 03,1.7624,19 Dec 03,1.4267,,,,
,,,,,,,,,,,18 Dec 03,1.7674,18 Dec 03,1.4282,,,,
,,,,,,,,,,,17 Dec 03,1.7618,17 Dec 03,1.423,,,,
,,,,,,,,,,,16 Dec 03,1.7498,16 Dec 03,1.4191,,,,
,,,,,,,,,,,15 Dec 03,1.7467,15 Dec 03,1.421,,,,
,,,,,,,,,,,12 Dec 03,1.7461,12 Dec 03,1.424,,,,
,,,,,,,,,,,11 Dec 03,1.7416,11 Dec 03,1.4342,,,,
,,,,,,,,,,,10 Dec 03,1.7464,10 Dec 03,1.4268,,,,
,,,,,,,,,,,09 Dec 03,1.7416,09 Dec 03,1.4274,,,,
,,,,,,,,,,,08 Dec 03,1.7328,08 Dec 03,1.4181,,,,
,,,,,,,,,,,05 Dec 03,1.7259,05 Dec 03,1.4213,,,,
,,,,,,,,,,,04 Dec 03,1.7197,04 Dec 03,1.4255,,,,
,,,,,,,,,,,03 Dec 03,1.728,03 Dec 03,1.4272,,,,
,,,,,,,,,,,02 Dec 03,1.7289,02 Dec 03,1.4307,,,,
,,,,,,,,,,,01 Dec 03,1.7218,01 Dec 03,1.4392,,,,
,,,,,,,,,,,28 Nov 03,1.72,28 Nov 03,1.435,,,,
,,,,,,,,,,,27 Nov 03,1.7144,27 Nov 03,1.4404,,,,
,,,,,,,,,,,26 Nov 03,1.7091,26 Nov 03,1.4338,,,,
,,,,,,,,,,,25 Nov 03,1.6972,25 Nov 03,1.4387,,,,
,,,,,,,,,,,24 Nov 03,1.6955,24 Nov 03,1.44,,,,
,,,,,,,,,,,21 Nov 03,1.7044,21 Nov 03,1.4287,,,,
,,,,,,,,,,,20 Nov 03,1.7039,20 Nov 03,1.4295,,,,
,,,,,,,,,,,19 Nov 03,1.6995,19 Nov 03,1.4252,,,,
,,,,,,,,,,,18 Nov 03,1.6992,18 Nov 03,1.4285,,,,
,,,,,,,,,,,17 Nov 03,1.69,17 Nov 03,1.4337,,,,
,,,,,,,,,,,14 Nov 03,1.6852,14 Nov 03,1.4317,,,,
,,,,,,,,,,,13 Nov 03,1.6861,13 Nov 03,1.4404,,,,
,,,,,,,,,,,12 Nov 03,1.6762,12 Nov 03,1.4405,,,,
,,,,,,,,,,,11 Nov 03,1.6661,11 Nov 03,1.4459,,,,
,,,,,,,,,,,10 Nov 03,1.6725,10 Nov 03,1.4538,,,,
,,,,,,,,,,,07 Nov 03,1.6694,07 Nov 03,1.4551,,,,
,,,,,,,,,,,06 Nov 03,1.6706,06 Nov 03,1.4612,,,,
,,,,,,,,,,,05 Nov 03,1.6827,05 Nov 03,1.4649,,,,
,,,,,,,,,,,04 Nov 03,1.6784,04 Nov 03,1.459,,,,
,,,,,,,,,,,03 Nov 03,1.6815,03 Nov 03,1.4658,,,,
,,,,,,,,,,,31 Oct 03,1.6972,31 Oct 03,1.4594,,,,
,,,,,,,,,,,30 Oct 03,1.7007,30 Oct 03,1.4553,,,,
,,,,,,,,,,,29 Oct 03,1.701,29 Oct 03,1.4548,,,,
,,,,,,,,,,,28 Oct 03,1.6943,28 Oct 03,1.45,,,,
,,,,,,,,,,,27 Oct 03,1.6961,27 Oct 03,1.4406,,,,
,,,,,,,,,,,24 Oct 03,1.6978,24 Oct 03,1.4365,,,,
,,,,,,,,,,,23 Oct 03,1.6926,23 Oct 03,1.4358,,,,
,,,,,,,,,,,22 Oct 03,1.6895,22 Oct 03,1.4335,,,,
,,,,,,,,,,,21 Oct 03,1.6767,21 Oct 03,1.4348,,,,
,,,,,,,,,,,20 Oct 03,1.6762,20 Oct 03,1.4371,,,,
,,,,,,,,,,,17 Oct 03,1.672,17 Oct 03,1.4371,,,,
,,,,,,,,,,,16 Oct 03,1.6812,16 Oct 03,1.4378,,,,
,,,,,,,,,,,15 Oct 03,1.6681,15 Oct 03,1.4335,,,,
,,,,,,,,,,,14 Oct 03,1.6669,14 Oct 03,1.4254,,,,
,,,,,,,,,,,13 Oct 03,1.6656,13 Oct 03,1.4267,,,,
,,,,,,,,,,,10 Oct 03,1.6667,10 Oct 03,1.4118,,,,
,,,,,,,,,,,09 Oct 03,1.6628,09 Oct 03,1.417,,,,
,,,,,,,,,,,08 Oct 03,1.6603,08 Oct 03,1.4059,,,,
,,,,,,,,,,,07 Oct 03,1.6678,07 Oct 03,1.4169,,,,
,,,,,,,,,,,06 Oct 03,1.672,06 Oct 03,1.4332,,,,
,,,,,,,,,,,03 Oct 03,1.6672,03 Oct 03,1.4335,,,,
,,,,,,,,,,,02 Oct 03,1.67,02 Oct 03,1.429,,,,
,,,,,,,,,,,01 Oct 03,1.6678,01 Oct 03,1.4229,,,,
,,,,,,,,,,,30 Sep 03,1.6614,30 Sep 03,1.4268,,,,
,,,,,,,,,,,29 Sep 03,1.66,29 Sep 03,1.4391,,,,
,,,,,,,,,,,26 Sep 03,1.6595,26 Sep 03,1.4466,,,,
,,,,,,,,,,,25 Sep 03,1.662,25 Sep 03,1.4429,,,,
,,,,,,,,,,,24 Sep 03,1.6565,24 Sep 03,1.4438,,,,
,,,,,,,,,,,23 Sep 03,1.6537,23 Sep 03,1.4402,,,,
,,,,,,,,,,,22 Sep 03,1.648,22 Sep 03,1.4356,,,,
,,,,,,,,,,,19 Sep 03,1.6308,19 Sep 03,1.4371,,,,
,,,,,,,,,,,18 Sep 03,1.6166,18 Sep 03,1.4355,,,,
,,,,,,,,,,,17 Sep 03,1.6036,17 Sep 03,1.4269,,,,
,,,,,,,,,,,16 Sep 03,1.5898,16 Sep 03,1.4205,,,,
,,,,,,,,,,,15 Sep 03,1.6023,15 Sep 03,1.4182,,,,
,,,,,,,,,,,12 Sep 03,1.6046,12 Sep 03,1.4196,,,,
,,,,,,,,,,,11 Sep 03,1.5949,11 Sep 03,1.4258,,,,
,,,,,,,,,,,10 Sep 03,1.5901,10 Sep 03,1.4185,,,,
,,,,,,,,,,,09 Sep 03,1.5888,09 Sep 03,1.4206,,,,
,,,,,,,,,,,08 Sep 03,1.5863,08 Sep 03,1.4293,,,,
,,,,,,,,,,,05 Sep 03,1.5855,05 Sep 03,1.4373,,,,
,,,,,,,,,,,04 Sep 03,1.5808,04 Sep 03,1.4505,,,,
,,,,,,,,,,,03 Sep 03,1.5699,03 Sep 03,1.4501,,,,
,,,,,,,,,,,02 Sep 03,1.5716,02 Sep 03,1.4463,,,,
,,,,,,,,,,,01 Sep 03,1.5713,01 Sep 03,1.4321,,,,
,,,,,,,,,,,29 Aug 03,1.5815,29 Aug 03,1.4411,,,,
,,,,,,,,,,,28 Aug 03,1.5785,28 Aug 03,1.4472,,,,
,,,,,,,,,,,27 Aug 03,1.5728,27 Aug 03,1.4439,,,,
,,,,,,,,,,,26 Aug 03,1.5711,26 Aug 03,1.4437,,,,
,,,,,,,,,,,22 Aug 03,1.5733,22 Aug 03,1.4487,,,,
,,,,,,,,,,,21 Aug 03,1.5818,21 Aug 03,1.4429,,,,
,,,,,,,,,,,20 Aug 03,1.5924,20 Aug 03,1.4317,,,,
,,,,,,,,,,,19 Aug 03,1.5845,19 Aug 03,1.4294,,,,
,,,,,,,,,,,18 Aug 03,1.5908,18 Aug 03,1.4255,,,,
,,,,,,,,,,,15 Aug 03,1.5939,15 Aug 03,1.4163,,,,
,,,,,,,,,,,14 Aug 03,1.6003,14 Aug 03,1.4209,,,,
,,,,,,,,,,,13 Aug 03,1.6085,13 Aug 03,1.4237,,,,
,,,,,,,,,,,12 Aug 03,1.6023,12 Aug 03,1.4185,,,,
,,,,,,,,,,,11 Aug 03,1.6028,11 Aug 03,1.4151,,,,
,,,,,,,,,,,08 Aug 03,1.6095,08 Aug 03,1.4212,,,,
,,,,,,,,,,,07 Aug 03,1.6173,07 Aug 03,1.4184,,,,
,,,,,,,,,,,06 Aug 03,1.6121,06 Aug 03,1.4171,,,,
,,,,,,,,,,,05 Aug 03,1.6075,05 Aug 03,1.4167,,,,
,,,,,,,,,,,04 Aug 03,1.6103,04 Aug 03,1.4203,,,,
,,,,,,,,,,,01 Aug 03,1.608,01 Aug 03,1.4288,,,,
,,,,,,,,,,,31 Jul 03,1.6075,31 Jul 03,1.4282,,,,
,,,,,,,,,,,30 Jul 03,1.6171,30 Jul 03,1.42,,,,
,,,,,,,,,,,29 Jul 03,1.6258,29 Jul 03,1.4133,,,,
,,,,,,,,,,,28 Jul 03,1.6252,28 Jul 03,1.4148,,,,
,,,,,,,,,,,25 Jul 03,1.6223,25 Jul 03,1.4059,,,,
,,,,,,,,,,,24 Jul 03,1.6132,24 Jul 03,1.4046,,,,
,,,,,,,,,,,23 Jul 03,1.6093,23 Jul 03,1.4044,,,,
,,,,,,,,,,,22 Jul 03,1.6003,22 Jul 03,1.4093,,,,
,,,,,,,,,,,21 Jul 03,1.5967,21 Jul 03,1.4103,,,,
,,,,,,,,,,,18 Jul 03,1.5838,18 Jul 03,1.4124,,,,
,,,,,,,,,,,17 Jul 03,1.5898,17 Jul 03,1.4218,,,,
,,,,,,,,,,,16 Jul 03,1.5954,16 Jul 03,1.4225,,,,
,,,,,,,,,,,15 Jul 03,1.6023,15 Jul 03,1.4257,,,,
,,,,,,,,,,,14 Jul 03,1.6252,14 Jul 03,1.4408,,,,
,,,,,,,,,,,11 Jul 03,1.6316,11 Jul 03,1.4431,,,,
,,,,,,,,,,,10 Jul 03,1.6289,10 Jul 03,1.4359,,,,
,,,,,,,,,,,09 Jul 03,1.6297,09 Jul 03,1.4392,,,,
,,,,,,,,,,,08 Jul 03,1.6356,08 Jul 03,1.4477,,,,
,,,,,,,,,,,07 Jul 03,1.6502,07 Jul 03,1.4548,,,,
,,,,,,,,,,,04 Jul 03,1.6675,04 Jul 03,1.4517,,,,
,,,,,,,,,,,03 Jul 03,1.672,03 Jul 03,1.4511,,,,
,,,,,,,,,,,02 Jul 03,1.6644,02 Jul 03,1.4454,,,,
,,,,,,,,,,,01 Jul 03,1.6625,01 Jul 03,1.4333,,,,
,,,,,,,,,,,30 Jun 03,1.6502,30 Jun 03,1.4371,,,,
,,,,,,,,,,,27 Jun 03,1.6504,27 Jun 03,1.4448,,,,
,,,,,,,,,,,26 Jun 03,1.6633,26 Jun 03,1.4528,,,,
,,,,,,,,,,,25 Jun 03,1.6742,25 Jun 03,1.4475,,,,
,,,,,,,,,,,24 Jun 03,1.6644,24 Jun 03,1.4451,,,,
,,,,,,,,,,,23 Jun 03,1.6664,23 Jun 03,1.4458,,,,
,,,,,,,,,,,20 Jun 03,1.6664,20 Jun 03,1.4336,,,,
,,,,,,,,,,,19 Jun 03,1.6756,19 Jun 03,1.4341,,,,
,,,,,,,,,,,18 Jun 03,1.6773,18 Jun 03,1.4346,,,,
,,,,,,,,,,,17 Jun 03,1.6889,17 Jun 03,1.4293,,,,
,,,,,,,,,,,16 Jun 03,1.6807,16 Jun 03,1.4176,,,,
,,,,,,,,,,,13 Jun 03,1.6669,13 Jun 03,1.4127,,,,
,,,,,,,,,,,12 Jun 03,1.6689,12 Jun 03,1.4226,,,,
,,,,,,,,,,,11 Jun 03,1.6678,11 Jun 03,1.4189,,,,
,,,,,,,,,,,10 Jun 03,1.6491,10 Jun 03,1.4114,,,,
,,,,,,,,,,,09 Jun 03,1.648,09 Jun 03,1.4013,,,,
,,,,,,,,,,,06 Jun 03,1.6633,06 Jun 03,1.4222,,,,
,,,,,,,,,,,05 Jun 03,1.6545,05 Jun 03,1.3964,,,,
,,,,,,,,,,,04 Jun 03,1.6321,04 Jun 03,1.3977,,,,
,,,,,,,,,,,03 Jun 03,1.6297,03 Jun 03,1.3913,,,,
,,,,,,,,,,,02 Jun 03,1.6335,02 Jun 03,1.3937,,,,
,,,,,,,,,,,30 May 03,1.638,30 May 03,1.3933,,,,
,,,,,,,,,,,29 May 03,1.6496,29 May 03,1.3946,,,,
,,,,,,,,,,,28 May 03,1.6337,28 May 03,1.3914,,,,
,,,,,,,,,,,27 May 03,1.6412,27 May 03,1.3824,,,,
,,,,,,,,,,,23 May 03,1.6377,23 May 03,1.3896,,,,
,,,,,,,,,,,22 May 03,1.6327,22 May 03,1.3974,,,,
,,,,,,,,,,,21 May 03,1.6439,21 May 03,1.4054,,,,
,,,,,,,,,,,20 May 03,1.6353,20 May 03,1.4033,,,,
,,,,,,,,,,,19 May 03,1.6367,19 May 03,1.4007,,,,
,,,,,,,,,,,16 May 03,1.6244,16 May 03,1.4076,,,,
,,,,,,,,,,,15 May 03,1.6242,15 May 03,1.4166,,,,
,,,,,,,,,,,14 May 03,1.6202,14 May 03,1.4098,,,,
,,,,,,,,,,,13 May 03,1.608,13 May 03,1.3964,,,,
,,,,,,,,,,,12 May 03,1.6108,12 May 03,1.395,,,,
,,,,,,,,,,,09 May 03,1.6023,09 May 03,1.3948,,,,
,,,,,,,,,,,08 May 03,1.6003,08 May 03,1.3973,,,,
,,,,,,,,,,,07 May 03,1.5921,07 May 03,1.4018,,,,
,,,,,,,,,,,06 May 03,1.6147,06 May 03,1.4234,,,,
,,,,,,,,,,,02 May 03,1.6036,02 May 03,1.429,,,,
,,,,,,,,,,,01 May 03,1.6111,01 May 03,1.4305,,,,
,,,,,,,,,,,30 Apr 03,1.598,30 Apr 03,1.4326,,,,
